element,system,code,display,occurrences
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225869,Fluconazole,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Rasburicase,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFP100,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DILT25I,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIPH25L,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ENOX60I,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HUMU100I3,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INFL0.5LF,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INNHI,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LATA5OS,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LEVE250T,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METH125I,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NORE8/250NS,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PSEU30,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TORS100,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229058,Aminocaproic acid (Amicar),8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229070,Glycopyrolate (Robinul),8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,CefePIME,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Chlorothiazide,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Gabapentin,,8
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ADVA500/50,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ALBU5500,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ARTTS,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ATEN25,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFE2I,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CHLO4,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DABI150,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GLYCO4I,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDR1000L,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDR125/250NS,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METH12I,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MIRT30,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NAPR250,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,OLAN5,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SODI3N,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VECU10I,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225899,Bactrim (SMX/TMP),7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225906,Enoxaparin (Lovenox),7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225934,Vivonex (Full),7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,228135,Isosource 1.5 (Full),7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Acetylcysteine (IV),,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Atorvastatin,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Calcium Carbonate,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ipratropium-Albuterol Neb,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,MetroNIDAZOLE,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Midodrine,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,NORepinephrine,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,OxyCODONE (Immediate Release),,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Sulfamethoxazole-Trimethoprim,,7
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ADVA250IH,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMIO450/250N,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BELL5L,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CALC667,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFR2I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DEXA2,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DILA2I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FOLIC1SYR,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GLUCOSEGEL,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KETR30I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LIDO120I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LINE600I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MACR100,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METF500XR,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METF850,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METL5,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MORP5I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MOVI2PKT,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MYCO2C,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NEOM500,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NTG4SL,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,OSEL75,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,OXYC10,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN100I,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN60/250PM,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TRUV200/300,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225827,D5LR,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,226368,OR Packed RBC Intake,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ciprofloxacin HCl,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Diazepam,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Lidocaine 5% Patch,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Midazolam,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Morphine Sulfate,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,OxycoDONE (Immediate Release),,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Potassium Chloride Replacement (Critical Care and Oncology),,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Sodium Phosphate,,6
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CAL1250,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFA1F,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CITA10,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLIN600P,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,COLL30O,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DEX0.4PB,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIGO.5I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DILT500I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIPH50I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,H1B1ED,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDR1SYRNS,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KETA100/50NS,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LABE100I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LACT1000R,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LIDO15L,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METH40I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NABC50S,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NTG3SL,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN12SYR,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PROM25I,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SIMV40,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SODCIT3SYR,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VITBC1,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,221623,Diazepam (Valium),5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,223259,Insulin - NPH,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225832,Folic Acid,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,226365,OR Colloid Intake,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227520,Methadone Hydrochloride,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229071,Neostigmine (Prostigmin),5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Acetaminophen IV,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,CeFAZolin,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Etoposide,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Fludarabine Phosphate,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Mitoxantrone HCl,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Morphine SR (MS Contin),,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Multivitamins,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Nystatin Cream,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Topiramate (Topamax),,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vancomycin Oral Liquid,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vasopressin,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Venetoclax,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vitamin D,,5
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BUPR150XL,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CALC2N,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CARV625,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEPH250,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLOB.05O30,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,COMP10I,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DEXTRNS,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FEXO60,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HALO05,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HCTZ25,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDC200,,4
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INDO25,,4
